video,frame,LFHoof_x,LFHoof_y,LFHoof_likelihood,LFAnkle_x,LFAnkle_y,LFAnkle_likelihood,LFKnee_x,LFKnee_y,LFKnee_likelihood,RFHoof_x,RFHoof_y,RFHoof_likelihood,RFAnkle_x,RFAnkle_y,RFAnkle_likelihood,RFKnee_x,RFKnee_y,RFKnee_likelihood,LHHoof_x,LHHoof_y,LHHoof_likelihood,LHAnkle_x,LHAnkle_y,LHAnkle_likelihood,LHKnee_x,LHKnee_y,LHKnee_likelihood,RHHoof_x,RHHoof_y,RHHoof_likelihood,RHAnkle_x,RHAnkle_y,RHAnkle_likelihood,RHKnee_x,RHKnee_y,RHKnee_likelihood,Nose_x,Nose_y,Nose_likelihood,HeadTop_x,HeadTop_y,HeadTop_likelihood,Spine1_x,Spine1_y,Spine1_likelihood,Spine2_x,Spine2_y,Spine2_likelihood,Spine3_x,Spine3_y,Spine3_likelihood
0522104531_rgb,38,455.489990234375,812.0250244140625,1.0,437.4150085449219,783.10498046875,1.0,433.79998779296875,743.3399658203125,1.0,296.42999267578125,819.2550048828125,1.0,307.2749938964844,783.10498046875,1.0,339.80999755859375,750.5700073242188,1.0,137.3699951171875,819.2550048828125,1.0,119.29499816894531,783.10498046875,1.0,112.06500244140625,725.2650146484375,1.0,231.36000061035156,819.2550048828125,1.0,206.0550079345703,783.10498046875,1.0,169.90499877929688,736.1099853515625,1.0,607.3200073242188,685.5,1.0,578.4000244140625,598.739990234375,1.0,419.3399963378906,551.7449951171875,1.0,166.2899932861328,548.1300048828125,1.0,310.8900146484375,548.1300048828125,1.0
0522104531_rgb,39,457.1999816894531,814.5999755859375,1.0,442.79998779296875,782.199951171875,1.0,439.1999816894531,742.5999755859375,1.0,324.0,800.199951171875,1.0,356.3999938964844,785.7999877929688,1.0,378.0,757.0,1.0,136.8000030517578,818.199951171875,1.0,118.79999542236328,782.199951171875,1.0,122.39999389648438,721.0,1.0,273.6000061035156,818.199951171875,1.0,244.79998779296875,789.4000244140625,1.0,205.1999969482422,739.0,1.0,619.2000122070312,685.0,1.0,590.3999633789062,598.5999755859375,1.0,432.0,548.2000122070312,1.0,176.39999389648438,548.2000122070312,1.0,324.0,548.2000122070312,1.0
0522104531_rgb,40,456.94000244140625,813.4749755859375,1.0,438.5149841308594,783.9949951171875,1.0,438.5149841308594,743.4599609375,1.0,339.0199890136719,795.0499877929688,1.0,375.8699951171875,787.6799926757812,1.0,397.97998046875,758.199951171875,1.0,132.66000366210938,817.1600341796875,1.0,121.60499572753906,783.9949951171875,1.0,128.97499084472656,721.3499755859375,1.0,283.7449951171875,817.1600341796875,1.0,254.26499938964844,787.6799926757812,1.0,213.72999572753906,736.0899658203125,1.0,626.4500122070312,684.5,1.0,596.969970703125,596.0599975585938,1.0,434.8299865722656,551.8399658203125,1.0,184.25,544.469970703125,1.0,331.6499938964844,544.469970703125,1.0
0522104531_rgb,41,456.94000244140625,813.4749755859375,1.0,442.1999816894531,783.9949951171875,1.0,438.5149841308594,732.405029296875,1.0,383.239990234375,795.0499877929688,1.0,409.0350036621094,783.9949951171875,1.0,442.1999816894531,761.885009765625,1.0,132.66000366210938,820.844970703125,1.0,121.60499572753906,783.9949951171875,1.0,136.34500122070312,725.0350341796875,1.0,287.42999267578125,820.844970703125,1.0,265.32000732421875,791.364990234375,1.0,228.47000122070312,739.7750244140625,1.0,641.1900024414062,684.5,1.0,611.7099609375,596.0599975585938,1.0,453.2550048828125,551.8399658203125,1.0,198.989990234375,551.8399658203125,1.0,346.3899841308594,544.469970703125,1.0
0522104531_rgb,42,463.2200012207031,816.0799560546875,1.0,455.9100036621094,783.1849975585938,1.0,430.3249816894531,746.635009765625,1.0,415.7049865722656,801.4599609375,1.0,441.2900085449219,794.1500244140625,1.0,470.5299987792969,757.5999755859375,1.0,134.26998901367188,819.7349853515625,1.0,123.30500030517578,783.1849975585938,1.0,141.5800018310547,721.0499877929688,1.0,287.7799987792969,816.0799560546875,1.0,258.53997802734375,790.4949951171875,1.0,225.64500427246094,739.324951171875,1.0,645.969970703125,684.5,1.0,616.72998046875,593.125,1.0,455.9100036621094,545.6099853515625,1.0,207.3699951171875,552.9199829101562,1.0,346.260009765625,545.6099853515625,1.0
0522104531_rgb,43,458.04498291015625,815.719970703125,1.0,443.4649963378906,782.9150390625,1.0,447.1099853515625,742.8200073242188,1.0,490.8500061035156,801.1400146484375,1.0,505.42999267578125,779.27001953125,1.0,498.1399841308594,735.530029296875,1.0,126.3499984741211,819.364990234375,1.0,129.9949951171875,782.9150390625,1.0,148.22000122070312,724.594970703125,1.0,286.7300109863281,815.719970703125,1.0,261.2149963378906,790.2049560546875,1.0,235.6999969482422,742.8200073242188,1.0,658.52001953125,684.5,1.0,629.3599853515625,593.375,1.0,468.9800109863281,549.635009765625,1.0,213.8300018310547,553.280029296875,1.0,359.6300048828125,545.989990234375,1.0
0522104531_rgb,44,457.09002685546875,815.1700439453125,1.0,438.31500244140625,781.375,1.0,449.58001708984375,740.0700073242188,1.0,547.2100219726562,822.6800537109375,1.0,539.7000122070312,781.375,1.0,524.6800537109375,740.0700073242188,1.0,134.16000366210938,818.925048828125,1.0,130.40499877929688,781.375,1.0,160.44500732421875,721.2950439453125,1.0,284.3600158691406,818.925048828125,1.0,261.83001708984375,785.1300048828125,1.0,235.54501342773438,740.0700073242188,1.0,674.8800048828125,679.989990234375,1.0,644.8400268554688,589.8699951171875,1.0,479.6200256347656,552.3200073242188,1.0,231.79000854492188,552.3200073242188,1.0,366.9700012207031,544.8099975585938,1.0
0522104531_rgb,45,455.47998046875,819.7000122070312,1.0,444.0199890136719,781.5,1.0,455.47998046875,739.47998046875,1.0,570.0800170898438,815.8800048828125,1.0,550.97998046875,781.5,1.0,539.52001953125,739.47998046875,1.0,134.60000610351562,815.8800048828125,1.0,142.239990234375,777.6799926757812,1.0,165.16000366210938,716.5599975585938,1.0,283.5799865722656,819.7000122070312,1.0,260.65997314453125,785.3199462890625,1.0,241.55999755859375,739.47998046875,1.0,684.6799926757812,678.3599853515625,1.0,646.47998046875,590.5,1.0,489.8599853515625,548.47998046875,1.0,245.37998962402344,544.6599731445312,1.0,375.2599792480469,544.6599731445312,1.0
0522104531_rgb,46,458.0,817.25,1.0,446.75,779.75,1.0,458.0,738.5,1.0,589.25,821.0,1.0,570.5,787.25,1.0,555.5,742.25,1.0,150.5,798.5,1.0,165.5,764.75,1.0,188.0,712.25,1.0,289.25,817.25,1.0,263.0,783.5,1.0,244.25,734.75,1.0,701.75,674.75,1.0,660.5,588.5,1.0,503.0,551.0,1.0,259.25,547.25,1.0,390.5,547.25,1.0
0522104531_rgb,47,456.8600158691406,816.530029296875,1.0,445.4750061035156,782.375,1.0,464.45001220703125,740.6300048828125,1.0,593.47998046875,824.1199951171875,1.0,574.5050048828125,789.9649658203125,1.0,563.1199951171875,744.425048828125,1.0,160.85000610351562,797.5550537109375,1.0,187.41500854492188,767.1950073242188,1.0,195.0050048828125,710.27001953125,1.0,286.08502197265625,816.530029296875,1.0,259.52001953125,786.1700439453125,1.0,244.33999633789062,733.0400390625,1.0,707.3300170898438,672.3200073242188,1.0,665.5850219726562,585.0350341796875,1.0,509.9900207519531,550.8800048828125,1.0,270.9049987792969,547.0850219726562,1.0,403.7300109863281,547.0850219726562,1.0
